['Glarus (Glarus)', ('Glarus (Glarus)', 1)]
['Business process modelling', ('Business process modeling', 18)]
['Distributive tropism', ('Distributive tropism', 2)]
['Culpepper (horse)', ('Culpepper (horse)', 1)]
['Francis Kender', ('Francis Kender', 1)]
['Spy Magazine', ('Spy (magazine)', 20)]
["François's leaf monkey", ("François' langur", 29)]
['Kurt Oatway', ('Kurt Oatway', 6)]
['Drosophila repleta', ('Drosophila repleta', 2)]
['Brataualung', ('Brataualung language', 9)]
['Dyschirius lgockii', ('Dyschirius lgockii', 1)]
['Senwabarwana', ('Senwabarwana', 15)]
['PotoFanm+Fi', ('PotoFanm+Fi', 1)]
['Ninco', ('Ninco', 2)]
['USS_Aaron_Ward_%28DD-132%29', ('USS_Aaron_Ward_%28DD-132%29', 2)]
['Spanish regionalism', ('Nationalisms and regionalisms of Spain', 19)]
['Andrés Scagliola', ('Andrés Scagliola', 1)]
['The Dance of Life', ('The Dance of Life (album)', 2)]
['Danny Orr', ('Danny Orr', 66)]
['Navicula monmouthianastodderi', ('Navicula monmouthianastodderi', 1)]
['American Conference', ('American Football Conference', 21)]
['Tony Mmoh', ('Tony Mmoh', 78)]
['4.2.3', ('List of EC numbers (EC 4)', 15)]
['Catene (1925 film)', ('Catene (1925 film)', 3)]
['Mikhal Dekel', ('Mikhal Dekel', 1)]
['Bivalve Oyster Packing Houses and Docks', ('Bivalve Oyster Packing Houses and Docks', 2)]
['Jesús Sarabia', ('Jesús Sarabia', 4)]
['The Nose (Gogol short story)', ('The Nose (Gogol short story)', 3)]
['Xenocerus umbrinus', ('Xenocerus umbrinus', 1)]
['nebulogenesis', ('nebulogenesis', 1)]
['Linguistic theory', ('Linguistics', 93)]
['Urban renaissance', ('Urban renaissance', 5)]
['Projective connection', ('Projective connection', 4)]
['ecclesiastical censure', ('ecclesiastical censure', 1)]
['monte Tolla', ('monte Tolla', 1)]
['Harpagofutator', ('Harpagofutator', 1)]
['Kepler-297c', ('Kepler-297c', 1)]
['Dahi chooda', ('Dahi chooda', 1)]
['Princess Victoria of France', ('Victoria of France', 1)]
['Inc. 500 and Inc. 5000', ('Inc. (magazine)', 704)]
['laws for Boolean algebra homomorphisms', ('Boolean_algebra_(structure)', 2)]
['&quot;Jambo – Hakuna Matata (No Problems)&quot;', ('Jambo Bwana', 1)]
['Girl Distribution Company', ('Girl Distribution Company', 18)]
['Wilhelm Bölsche', ('Wilhelm Bölsche', 14)]
['Rosita Thomaz Lopes', ('Rosita Thomaz Lopes', 5)]
['Knigges', ('Adolph Freiherr Knigge', 21)]
['Frederick Anson (dean)', ('Frederick Anson (dean)', 1)]
['Macide Erdener', ('Macide Erdener', 2)]
['Washington Township, Mercer County, Missouri', ('Washington Township, Mercer County, Missouri', 1)]
['FWD Corporation', ('Four Wheel Drive', 6)]
['Language Studies', ('Language studies', 1)]
['Pedro Abiera', ('Pedro Abiera', 5)]
['Geophis hoffmanni', ('Geophis hoffmanni', 2)]
['28:47.49', ("2013 World Championships in Athletics – Men's 10,000 metres", 12)]
['Sabajo', ('Earl Sabajo', 3)]
['Worth Priory Prep School', ('Worth School', 49)]
['Francesco Coppini', ('Francesco Coppini', 2)]
["balut (''hột vịt lộn'')", ('Balut (egg)', 10)]
['UFO abduction', ('UFO abduction', 4)]
['Louis Vuitton - Taxi Encounters', ('Louis Vuitton - Taxi Encounters', 1)]
['Peter Carteret Fletcher', ('Peter Fletcher (RAF officer)', 8)]
['Copa América Player of the Tournament', ('Copa América', 149)]
['Spz-l', ('Spz-l', 1)]
['Frank_G._Clement', ('Frank_G._Clement', 1)]
['Ian Barclay', ('Ian Barclay', 2)]
["Olympic Cycling Champions in Women's Individual Road Race", ('List of Olympic medalists in cycling (women)', 17)]
["''BostonGlobe.com''", ('Boston Globe', 16)]
['Arab sack of 838', ('Sack of Amorium', 64)]
['Quatre Tete', ('Quatre Tete', 1)]
['Gheemoo', ('Gheemoo', 1)]
['Michigan v. Lucas', ('Michigan v. Lucas', 3)]
['Omaheke Desert', ('Omaheke Desert', 1)]
['Julia Lindsey Snyder', ('Julia Snyder', 4)]
['Euclea lancea', ('Euclea lancea', 1)]
['Odón Device', ('Odón Device', 4)]
['Meichuan Senior High School', ('Meichuan Senior High School', 1)]
['The Confederate Flag', ('Confederate flag', 20)]
['Arccos (trigonometry)', ('Arccos (trigonometry)', 1)]
['RAF North Weald airfield', ('North Weald Airfield', 45)]
['FC Daugava', ('FC Daugava', 101)]
['Eugen Bejinariu', ('Eugen Bejinariu', 20)]
['Joshua (Dolly Parton album)', ('Joshua (Dolly Parton album)', 2)]
['Vijaya Bahu VII', ('Vijaya Bahu VII of Sri Lanka', 2)]
['Daniela Liebman Martínez', ('Daniela Liebman Martínez', 1)]
['Walter R. Gross', ('Walter R. Gross', 4)]
['McGregor Library', ('McGregor Library', 2)]
['Henry F. Moss Middle School', ('Henry F. Moss Middle School', 2)]
['Arnaud-Amaury', ('Arnaud-Amaury', 1)]
['Ailsa Carmichael', ('Ailsa Carmichael, Lady Carmichael', 7)]
['Quantum4D', ('Quantum4D', 1)]
['micro-sites', ('Microsite', 2)]
['Collège de Dainville', ('Collège de Dainville', 2)]
['U. zonata', ('Ulothrix zonata', 1)]
['Slone Glacier', ('Slone Glacier', 4)]
['Names and meanings', ('Names and meanings', 1)]
['Ernst Simon Glaser', ('Ernst Simon Glaser', 3)]
['Fawcett Creek', ('Fawcett Creek', 1)]
['Dell EMC Infrastructure Solutions Group', ('Dell EMC Infrastructure Solutions Group', 6)]
['Bucket of crabs', ('Bucket of crabs', 1)]
['Обозрение психиатрии и медицинской психологии им. В. М. Бехтерева', ('Обозрение психиатрии и медицинской психологии им. В. М. Бехтерева', 1)]
['Richard Pierce', ('Richard Pierce (skier)', 25)]
['Ingrid De Meyer', ('Ingrid De Meyer', 1)]
['100&amp;nbsp;m butterfly – S13', ('Swimming at the 2008 Summer Paralympics', 165)]
['GMH 2600', ('Holden straight-six motor', 31)]
['Lockers Bay', ('Lockers Bay', 1)]
['Shaiva Siddhanta', ('Shaiva Siddhanta', 82)]
['Category talk:People from Fort Worth, Texas', ('Category talk:People from Fort Worth, Texas', 1)]
['Man Kam To Road', ('Man Kam To Road', 1)]
['2013 Australian Carrera Cup Championship', ('2013 Australian Carrera Cup Championship', 1)]
['Biltmore Golf Courseto', ('Coral Gables Biltmore Hotel', 20)]
['2008 K League Championship', ('2008 K League Championship', 3)]
['Mollie Courtney', ('Mollie Courtney', 4)]
['Christina Skye', ('Christina Skye', 6)]
['Ostrowite, Lipno County', ('Ostrowite, Lipno County', 1)]
["'Imagine a world without free knowledge', in Russia", ("wikinews:en:'Imagine a world without free knowledge', in Russia", 1)]
['&lt;/nowiki&gt;[[Wikipedia:WikiProject_Spam/Local/phonejs.devexpress.com]]&lt;nowiki&gt;', ('&lt;/nowiki&gt;[[Wikipedia:WikiProject_Spam/Local/phonejs.devexpress.com]]&lt;nowiki&gt;', 1)]
['Woman in the senate', ('Woman in the senate', 1)]
['Nailia Harzoune', ('Nailia Harzoune', 1)]
['Redding Street', ('U.S. Route 221 in Florida', 15)]
['Rubro', ('Rubro FC', 1)]
['nitrogen burn', ('nitrogen burn', 1)]
['Skipat Stakes top three finishers and starters', ('Skipat Stakes top three finishers and starters', 1)]
['Marcel Matanin', ('Marcel Matanin', 13)]
['Romania joined the Allies', ("King Michael's Coup", 107)]
['Ngamya', ('Ngamya', 2)]
['Ha Anh Le', ('Ha Anh Le', 2)]
['Highway 407 West', ('Ontario Highway 407', 68)]
['Jula class(l)', ('Jula class(l)', 1)]
['&quot;Gimme Some Truth&quot;', ('Gimme Some Truth', 3)]
['Montenegrina hiltrudae desaretica', ('Montenegrina hiltrudae desaretica', 1)]
['Barrowtown', ('Barrowtown, British Columbia', 1)]
['Challenge Yellow', ('Challenge Yellow', 1)]
['PSR-225GM', ('Yamaha PSR-225GM', 1)]
['Mormon Flat Dam', ('Mormon Flat Dam', 13)]
['JW Bolton', ('JW Bolton', 7)]
['Gonzalo &quot;Gonchi&quot; Rodríguez Bognoli', ('Gonzalo Rodríguez (karateka)', 1)]
['Jungle Kurobee', ('Jungle Kurobee', 1)]
['goniometers', ('goniometers', 3)]
['Dancing_the_Code', ('Dancing_the_Code', 1)]
['Kaghlu Guzlu', ('Kaghlu Guzlu', 2)]
["Salif Keita's", ('Salif Keita', 3)]
['Cruiserweight Championships', ('WWE Cruiserweight Championship (1991–2007)', 97)]
['Flor Contemplación', ('Flor Contemplación', 3)]
['1971 Faroe Islands Cup', ('1971 Faroe Islands Cup', 1)]
['Azito 3D Tokyo', ('Azito 3D Tokyo', 1)]
['Percy Price', ('Percy Price', 2)]
['Mt. Missim long-eared bat', ('Mt. Missim long-eared bat', 4)]
['Raymond Allen Davis', ('Raymond Allen Davis', 3)]
['Dodge/SRT Viper', ('SRT Viper', 58)]
['Ethnic_groups_in_Honduras', ('Ethnic_groups_in_Honduras', 1)]
['1. FC Eschborn', ('1. FC Eschborn', 80)]
['Pampers Diapers', ('Pampers', 63)]
['Sigolena of Albi', ('Sigolena of Albi', 2)]
['Mignet Flying Flea', ('Flying Flea', 16)]
['Delia Ramírez Molina', ('Delia Ramírez Molina', 1)]
['Clufth of a bird dairy products', ('Clufth of a bird dairy products', 1)]
['Echo Chernik', ('Echo Chernik', 21)]
['Cossonay, Switzerland', ('Cossonay, Switzerland', 1)]
['Tyrosinemia type III', ('Tyrosinemia type III', 2)]
['Top 100 PIHA players of all-time', ('List of 100 greatest PIHA players', 2)]
['Vince Kehres', ('Vince Kehres', 2)]
['Toyosuke', ('Yamauchi Toyosuke', 1)]
['enalkiren', ('enalkiren', 2)]
['Ablaye Gaye', ('Mohamed Ablaye Gaye', 8)]
['Diospyros glandulifera', ('Diospyros glandulifera', 1)]
['Herbert Wescott Fisher', ('Herbert Wescott Fisher', 1)]
['Maxime Lagace', ('Maxime Lagace', 3)]
['Little Rock Arkansas', ('Little Rock, Arkansas', 24)]
['French Atomic Energy Commission', ('French Atomic Energy Commission', 5)]
['Ferdinand, King of the Romans', ('Ferdinand I, Holy Roman Emperor', 509)]
['Hastings Deane', ('Hastings Deane, 8th Baron Muskerry', 1)]
['Het-Sas', ('Het-Sas', 1)]
['Dermocybe Austroveneta', ('Dermocybe Austroveneta', 1)]
['Zamri Salleh', ('Mohamed Zamri Salleh', 46)]
['Bercorates', ('Bercorates', 1)]
['Twothousandthreehundredeightyeight', ('Twothousandthreehundredeightyeight', 1)]
['Henry III, Duke of Limburg (1145–1221)', ('Henry III, Duke of Limburg (1145–1221)', 1)]
['Taylor, Henry Martyn', ('Henry Martyn Taylor', 10)]
['Puen Rak with Renante Reloza', ('Puen Rak with Renante Reloza', 1)]
['Chia-Ling', ('Chen Chia-Ling', 3)]
['Laura Gardin Fraser', ('Laura Gardin Fraser', 43)]
['Serbian Shock Corps', ('Serbian State Guard', 75)]
['Kmita family', ('Kmita family', 2)]
['Electric Park, St. Louis', ('Electric Park, St. Louis', 1)]
['9/11 Conspiracy Theories - World Trade Centers', ('9/11 Conspiracy Theories - World Trade Centers', 3)]
['Proceedings of Advanced Scientific Diving Workshop', ('Proceedings of Advanced Scientific Diving Workshop', 1)]
['misfeasance', ('misfeasance', 26)]
['Adrimus viridescens', ('Adrimus viridescens', 1)]
['Igor Kuzmanović', ('Igor Kuzmanović', 3)]
['Krisno Bossa', ('Krisno Bossa', 1)]
['Legislative session procedure in the Commonwealth realms', ('Legislative session', 19)]
['Linda Eaves', ('Linda Eaves', 1)]
['Norae Undong', ('Norae Undong', 4)]
['architomy', ('architomy', 2)]
['Sajeed A', ('Sajeed A.', 3)]
['Kwaw-kwaw-a-pilt First Nation', ('Stó:lō Tribal Council', 30)]
['Ptolemy (Ptolemaios) III Euergetes', ('Ptolemy III Euergetes', 4)]
['Casignetella deviella', ('Casignetella deviella', 1)]
['Skuadra kombëtare e futbollit', ('Skuadra kombëtare e futbollit', 2)]
['Elliott Corbett Memorial State Recreation Site', ('Elliott Corbett Memorial State Recreation Site', 9)]
['GWR Sir Watkin class 0-6-0T', ('GWR Sir Watkin Class', 21)]
['Spodnja Bukova Gora', ('Spodnja Bukova Gora', 5)]
['List of Bulgarian women writers', ('List of Bulgarian women writers', 3)]
['SCO Skunkware', ('SCO Skunkware', 7)]
['Sergiusz Żymełka', ('Sergiusz Żymełka', 4)]
['Kitundu', ('Kitundu', 1)]
['Zephyrhills', ('Zephyrhills (water)', 6)]
['Sirens of Time', ('Sirens of Time', 3)]
['Grey honeyeater', ('Conopophila whitei', 3)]
['Nuria Castelló', ('Nuria Castelló', 2)]
['Combiner (Transformers)', ('Combiner (Transformers)', 1)]
["''Bodensee''", ('Zeppelin LZ 120 Bodensee', 12)]
['Arsenal VG 40', ('Arsenal VG 40', 2)]
['Club Seat', ('GR Asia', 111)]
['Keller, Gary', ('Gary Keller (saxophonist)', 2)]
['Blackburn B-1', ('Blackburn B-1', 1)]
['Droseraceae', ('Droseraceae', 217)]
['Yonge street', ('Yonge Street', 10)]
['third generation Dodge Challenger', ('Dodge Challenger', 293)]
['Tom Wilson (producer)', ('Tom Wilson (producer)', 8)]
['1997 Tour de France', ('1997 Tour de France', 36)]
['Introduction to Force', ('Introduction to Force', 1)]
['364a', ('Violin sonata in G minor (HWV 364a)', 9)]
['Al Salaam', ('Al Salaam', 1)]
['US National Park', ('list of National Parks of the United States', 1)]
['Giacomo Begni', ('Giacomo Begni', 6)]
['Dan Hoene', ('Dan Hoene', 2)]
['1921 Ryder Cup', ('Ryder Cup', 39)]
['50th Anti-aircraft Missile Regiment', ('50th Anti-aircraft Missiles Regiment (Romania)', 4)]
['Prehistoric Era', ('Prehistoric Thailand', 13)]
['Scarites madagascariensis', ('Scarites madagascariensis', 1)]
['U.S. President Martin Van Buren', ('Martin Van Buren', 20)]
['Grabenhaus', ('Rehberger Grabenhaus', 3)]
['S.S.D. Piacenza Calcio 1919', ('S.S.D. Piacenza Calcio 1919', 4)]
['a 1949 French film', ('Gigi (1949 film)', 4)]
['Yan Siu Kang', ('Yan Siu Kang', 1)]
['Fiddle Back Racing', ('Fiddle Back Racing', 5)]
['Völgarr the Viking', ('Volgarr the Viking', 8)]
['Vice Admiral Horatio Nelson', ('Horatio Nelson, 1st Viscount Nelson', 565)]
['Dina Talaat', ('Dina Talaat', 4)]
['greenhag', ('greenhag', 1)]
['Elfriede Irrall', ('Elfriede Irrall', 4)]
["''Empire Doris''", ('List of Empire ships (D)', 20)]
['Speairs Township', ('List of Oklahoma townships', 10)]
['The Ages of Chaos', ('Darkover_series', 7)]
['Salticus propinquus', ('Salticus propinquus', 2)]
['Castle Sinister', ('Castle Sinister', 5)]
["&lt;small&gt;Captain&lt;/small&gt; '''John Strutt Peyton'''", ('John Strutt Peyton', 4)]
['Jar Jar Binks Must Die', ('Jar Jar Binks Must Die', 3)]
['Aviation without Borders', ('Aviation without Borders', 2)]
['Indian-Arabic numerals', ('Indian-Arabic numerals', 1)]
['Munition', ('Munition', 3)]
['Peter Grotier', ('Peter Grotier', 16)]
['Klami Ensemble', ('Klami Ensemble', 1)]
['1st Armored DIVARTY', ('1st Armored Division Artillery (United States)', 1)]
['William Momyer', ('William Momyer', 11)]
['St. George Parish, Cumberland', ('St. George Parish, Cumberland', 1)]
['Václav Kučera', ('Václav Kučera', 3)]
['WGN Radio', ('Wgn radio', 1)]
['Red Baron Records', ('Red Baron Records', 9)]
['the federal electoral district of Halifax', ('Halifax (electoral district)', 11)]
['Iron Gates Museum', ('Iron Gates Region Museum', 5)]
['steel fences', ('Avalanche_snow_bridge', 1)]
['Frank B. Davison', ('Frank B. Davison', 5)]
['Astragalogia, nempe astragali', ('Astragalogia, nempe astragali', 1)]
['Micheline Inglebert', ('Micheline Inglebert', 8)]
['Rio Curupaí', ('Rio Curupaí', 1)]
['Sarab Singh', ('Sarab Singh', 1)]
['cryogenic fugue state', ('cryogenic freezing', 3)]
['Mulac', ('Mulac', 1)]
['Poonam Kaur', ('Poonam Kaur', 76)]
['.gsm', ('GSM-FR', 4)]
['browntop bent', ('browntop bent', 2)]
['Cochin Bridge', ('Cochin Bridge', 4)]
['Federal_Employees_Health_Benefits_Program', ('Federal_Employees_Health_Benefits_Program', 1)]
['Avoin tie', ('Avoin tie', 1)]
['Carrington, Saint Philip, Barbados', ('Carrington, Saint Philip, Barbados', 5)]
['&quot;Change&quot; (Kimberley Locke song)', ('Change (Kimberley Locke song)', 1)]
['White Sands PupFish', ('White Sands PupFish', 9)]
["Ball's Bluff battlefield", ("Battle of Ball's Bluff", 118)]
['Math–verbal achievement gap', ('Math–verbal achievement gap', 6)]
['first overall selection', ('List of first overall MLB draft picks', 1)]
['Elastica 6 Track EP', ('Elastica 6 Track EP', 5)]
['Omira', ('Omira, California', 2)]
['Multi-National Force in Iraq', ('Multi-National Force – Iraq', 84)]
['simple Mendelian', ('autosomal recessive', 2)]
['North-West England constituency', ('North West England (European Parliament constituency)', 54)]
['Veronica Harriott', ('Veronica Harriott', 1)]
['Rimkai', ('Rimkai', 1)]
['Cellulose synthase (GDP-forming)', ('Cellulose synthase (GDP-forming)', 1)]
['Naikerur', ('Naikerur', 2)]
['Motor Cyclist Illustrated', ('Motor Cyclist Illustrated', 1)]
['Chortoryisky', ('Chortoryisky', 2)]
['winged helix', ('winged helix', 2)]
['evaluation map', ('evaluation map', 1)]
['Cluny&amp;nbsp;– La Sorbonne', ('Cluny - La Sorbonne (Paris Métro)', 5)]
['Dirgelwch y Bont', ('Dirgelwch y Bont', 1)]
['The Baby-Sitters Club', ('The Baby-Sitters Club (TV series)', 22)]
['Ronald F. Gordon', ('Ronald F. Gordon', 1)]
['Dr. Diana Davis', ('Diana Davis', 7)]
['Stewball', ('Stewball', 11)]
['Wetenschap &amp; Technologie', ('Portaal:Wetenschap &amp; Technologie', 1)]
['Between the Lines: A View Inside American Politics, People and Culture', ('Between the Lines: A View Inside American Politics, People and Culture', 1)]
['Stanley Beltz', ('Stanley Beltz', 1)]
['Federico Lacroze Underground station', ('Federico Lacroze (Buenos Aires Underground)', 5)]
['Sri Raya MRT station', ('Sri Raya MRT station', 2)]
['charitable free institute', ('Charitable institution', 2)]
['WB (Waffen-Behälter)', ('Gun pod', 9)]
['Gerben Hellinga jr', ('Gerben Hellinga jr', 3)]
['Jeff Bond', ('Jeff Bond', 11)]
['National Football League Lore', ('National Football League Lore', 3)]
['Quarterly Journal of Speech', ('Quarterly Journal of Speech', 26)]
["Peter of '''Candia'''", ('Antipope Alexander V', 33)]
['Bilingual (disambiguation)', ('Bilingual (disambiguation)', 2)]
['ECCO (oceanography)', ('ECCO (oceanography)', 1)]
['Jean Chua', ('Jean Chua', 2)]
['Agh Bolagh, Miandoab', ('Agh Bolagh, Miandoab', 3)]
['Lulu Street', ('Lulu Street', 2)]
['Plistonicus', ('Plistonicus', 3)]
["''Volume II''", ("J.R.R. Tolkien's The Lord of the Rings, Vol. II: The Two Towers", 9)]
['Davison CJ', ('Ronald Davison', 22)]
['Westland North', ('Westland North (New Zealand electorate)', 1)]
['Jaron Richards', ('Jaron Richards', 1)]
['Dyscritella', ('Dyscritella', 3)]
['chippendales', ('chippendales', 1)]
['The Sedano Show', ('The Sedano Show', 1)]
['Elisabeta Anghel', ('Elisabeta Anghel', 2)]
['Breeze from the East', ('Breeze from the East', 4)]
['Huambo Airport', ('Huambo Airport', 5)]
['Parking pawl', ('Parking pawl', 7)]
['Chief Justices of the Supreme Court of Minnesota', ('List of Chief Justices of Minnesota', 3)]
['Don Chan District', ('Don Chan District', 7)]
['rainfall patterns', ('Precipitation (meteorology)', 54)]
['Marcel Balsa', ('Marcel Balsa', 20)]
['circular segment', ('circular segment', 22)]
['Teen Titans member Bumblebee', ('Bumblebee (comics)', 17)]
['Jim Hopper', ('Jim Hopper', 6)]
['oxy-bromide', ('Oxohalide', 3)]
['Melampodium repens', ('Melampodium repens', 1)]
['Papyrus Oxyrhynchus 214', ('Papyrus Oxyrhynchus 214', 3)]
['September 2, 1972', ('Milt Pappas', 175)]
['Markus Kuhn', ('Markus Kuhn (American Football)', 1)]
['assisting a suicide', ('assisted suicide', 12)]
['Cajun sounds', ('Cajun music', 143)]
['List of Native American superheroes', ('List of Native American superheroes', 7)]
['University Church, Freiburg', ('University Church, Freiburg', 4)]
["The John O'Groat Journal", ("The John O'Groat Journal", 4)]
["Men's 50 metres Freestyle", ('freestyle swimming', 188)]
['Heinkel Perle', ('Heinkel', 32)]
['Ukraine football team', ('Ukraine national football team', 150)]
['Pöhlbach', ('Pöhlbach', 11)]
['Jamal ad-Din Muḥammad ibn Ṭāhir ibn Muḥammad al‐Zaydī al‐Bukhārī', ('Jamal ad-Din (astronomer)', 17)]
["''99 francs''", ('99 Francs (film)', 7)]
['Tullybrick (Hamilton)', ('Tullybrick (Hamilton)', 2)]
['Optical Granulometry', ('Optical Granulometry', 6)]
['Hajji Hasan, Golestan', ('Hajji Hasan, Golestan', 1)]
['Irakli, Prince Bagrationi-Mukhraneli', ('Irakli Bagration of Mukhrani', 29)]
['Third Locks Project', ('Third Locks Project', 2)]
["Banded hare-wallaby (''L. fasciatus'')", ('Banded hare-wallaby', 10)]
['Captain John Handy', ('Captain John Handy', 13)]
['Rajarampuri', ('Rajarampuri', 6)]
['Brij Behari Lal Butail', ('Brij Behari Lal Butail', 8)]
['P.J. Johnson', ('P.J. Johnson', 1)]
['Peter Ratkevich', ('Peter Ratkevich', 1)]
['World Youth Symphony', ('World Youth Symphony', 1)]
["Pennsylvania's 18th congressional district", ("Pennsylvania's 18th congressional district", 22)]
['the inaugural edition of the competition', ('1992 Russian Top League', 4)]
['Thomas Rendle', ('Thomas Rendle', 4)]
['Chinese Taipei at the 2005 Asian Indoor Games', ('Chinese Taipei at the 2005 Asian Indoor Games', 2)]
['Bahir Char', ('Bahir Char', 2)]
['Plug-in_electric_vehicle', ('Plug-in_electric_vehicle', 1)]
['D.&amp;nbsp;alpinum', ('Diphasiastrum alpinum', 6)]
['Elephant in Cairo', ('Elephant in Cairo', 3)]
['James Asher', ('James Asher', 10)]
['Sword of St George', ('Gold Sword for Bravery', 124)]
['1957-03-12', ('1957-03-12', 1)]
['Gryllulus confirmatus', ('Gryllulus confirmatus', 1)]
['Gebe Cuscus', ('Gebe Cuscus', 3)]
['Evol. Computation', ('Evol. Computation', 1)]
['Tolumnia variegata', ('Tolumnia variegata', 4)]
['Joj TV', ('Joj TV', 2)]
['Norwegian First Division 1982', ('Norwegian First Division 1982', 1)]
['centrifugal railways', ('centrifugal railway', 4)]
['Jo Dong-hyuk', ('Jo Dong-hyuk', 51)]
['chewing-gum', ('chewing-gum', 4)]
['The Blue Sword', ('The Blue Sword', 11)]
['24.74', ("1992 World Junior Championships in Athletics – Women's 200 metres", 4)]
['John Skinner (early settler)', ('John Skinner (early settler)', 2)]
['Walter Brown (Son)', ('Walter A. Brown', 75)]
['appeal to emotions', ('appeal to emotion', 58)]
['Altamont, North Carolina', ('Altamont, North Carolina', 10)]
['Hair Lip', ('Hair lip', 1)]
['Fred Duncan (comics)', ('Fred Duncan (comics)', 2)]
['AFX has VWSA Bosch MP9 injection', ('AFX has VWSA Bosch MP9 injection', 1)]
['Mary Ward Centre', ('Mary Ward Centre', 14)]
['Mr. &amp; Ms.', ('Mr. &amp; Ms. (magazine)', 1)]
['RAF bombers', ('RAF Bomber Command', 882)]
['Holly Springs Baptist Broadcasting', ('Holly Springs Baptist Broadcasting', 2)]
['Andre Mandolesi', ('Andre Mandolesi', 1)]
['English Chartered Trading Companies', ('Chartered company', 20)]
['Hujdurović', ('Faruk Hujdurović', 10)]
['Bramham Moor Ring', ('Bramham Moor Ring', 2)]
['Kyushu Lutheran College', ('Kyushu Lutheran College', 6)]
['Anodontostoma selangkat', ('Anodontostoma selangkat', 3)]
['Transbarca', ('Transbarca', 3)]
['Japanese_destroyer_Hagikaze', ('Japanese_destroyer_Hagikaze', 1)]
['Rev. Wilbert Awdry', ('Wilbert Awdry', 26)]
['Christoph Meineke', ('Christoph Meineke', 3)]
['Sarah Louise Keys', ('Sarah Keys v. Carolina Coach Company', 2)]
['Eastridge (Westfield Eastridge) Mall', ('Eastridge Mall (Gastonia)', 2)]
['2006 Super 14 Semi-Finals', ('2006 Super 14 season', 52)]
['Brecon', ('Brecon', 704)]
["Harvick's Fuel Mileage", ('2015 Cheez-It 355 at The Glen', 6)]
['Laura Minizaga Holloway', ('Laura Minizaga Holloway', 2)]
['Chaneysville', ('Chaneysville, Pennsylvania', 7)]
['Manharlal Shah', ('Manharlal Shah', 1)]
['Bill Sissons', ('Bill Sissons', 2)]
['Retinene', ('Retinene', 3)]
['New Energy and Industrial Technology Development Organization', ('New Energy and Industrial Technology Development Organization', 20)]
['David Neault', ('David Neault', 1)]
['U.S. Virgin Islands Highway 301', ('U.S. Virgin Islands Highway 301', 3)]
["''Trouble'' (Trouble album)", ('Trouble (Trouble album)', 2)]
['Stafford H. &quot;Pop&quot; Cassell', ('Stafford Cassell', 10)]
['Cherenkov counters', ('Cherenkov detector', 21)]
['Robert Ufford, Earl of Suffolk', ("Robert d'Ufford, 1st Earl of Suffolk", 23)]
['weak array', ('weak array', 1)]
['Y-j Ahn', ('Ahn Yu-jin', 4)]
['Tanigawa Nagaru', ('Nagaru Tanigawa', 48)]
['bloomery', ('bloomery', 142)]
['Factorial sums', ('Factorial sums', 2)]
['Casey Kamaka', ('Casey Kamaka', 1)]
['crowd-source', ('crowdsourcing', 58)]
['Accounting Standards Codification', ('Accounting Standards Codification', 7)]
['Susan Shaw (artist)', ('Susan Shaw (artist)', 2)]
['Cleffin', ('Cleffin', 1)]
['Chaudhry Mohammad Ali', ('Chaudhry Mohammad Ali', 3)]
['Portaloise Sportsfield', ("O'Moore Park", 656)]
['Richard Wadge', ('Richard Wadge', 4)]
['Faking Miracles', ('List of The Venture Bros. episodes', 69)]
['Eric Hearnshaw', ('Eric Hearnshaw', 32)]
['Hernando Cortez', ('Hernán Cortés', 1011)]
['Julie Abraham', ('Julie Abraham', 1)]
['Sweet clover', ('Sweet clover', 2)]
['António José Mateus', ('António José Mateus', 1)]
['French national guards', ('National Guard (France)', 248)]
['panzetta', ('pancetta', 53)]
['Rozaimi Rozali', ('Rozaimi Rozali', 5)]
['Chintamani Temple at Theur', ('Chintamani Temple, Theur', 12)]
['New Dellrose', ('New Dellrose, Tennessee', 2)]
['Milenko Ačimovič', ('Milenko Ačimovič', 90)]
['X. Carlsberg Cup 1996', ('Carlsberg Cup', 3)]
['J McSweeney', ('John McSweeney (politician)', 6)]
['Paige Peterson (actress)', ('Paige Peterson (actress)', 2)]
['Ned Byrne Field', ('Kingscliff, New South Wales', 42)]
['Charlestown Navy Yard', ('Charlestown Navy Yard', 46)]
['Hazinedar Usta', ('Hazinedar Usta', 2)]
['Betageri', ('Betageri', 2)]
['F. Whitten Peter', ('F. Whitten Peter', 1)]
['TV-tuner', ('Tuner (radio)', 22)]
['Clemson School of Architecture', ('Clemson University', 21)]
['First Attack on Bellewaarde', ('Second Battle of Artois', 114)]
['Suspect n° 1', ('Suspect n° 1', 1)]
['Taxi Driver', ('Taxi Driver (1954 film)', 27)]
['guanosine dinucleotide', ('guanosine dinucleotide', 1)]
['two-player multiplayer', ('Multiplayer game', 41)]
['Ampsalis', ('Ampsalis', 1)]
['Euestheria', ('Euestheria', 2)]
['Tensor contraction', ('Tensor contraction', 10)]
['Cysat, Johann Baptist', ('Johann Baptist Cysat', 17)]
['vertical suplex transition', ('Roderick Strong', 474)]
['Yorkshire Regiment (14th/15th, 19th &amp; 33rd/76th Foot)', ('Yorkshire Regiment', 53)]
['Benjamin Roy Mottelson', ('Benjamin Roy Mottelson', 2)]
